tag	chinese_name
martaban	马塔班
martapura	马尔塔普拉
marte	马尔特
martigny	马蒂尼
martinafr	马丁纳弗兰卡
martos	马托斯
martyshkino	马尔蒂什基诺
maruf	马鲁夫
marv_al_rudh	马尔夫鲁德
marvast	马尔瓦斯特
marwah	马尔瓦
maryovo	马里奥沃
masalsk	马萨尔斯克
masa_sud	马萨苏丹
masat_ata	马萨特阿塔
mascara	马斯卡拉
maselga	马谢尔加
mashdhubah	马什祖巴
mashhad	马什哈德
mashhad_rizeh	马什哈德里泽
mashiki	马什基
mashima	马希马
mashita	马希塔
mashkai	马什凯
mashkel	马什克尔
masinga	马辛加
masirah	马西拉
masjed_soleyman	马斯吉德苏莱曼
maskanah	马斯卡纳
masqat	马斯喀特
massa	马萨
massamar	马萨马尔
massa_MOR	Massa Mor
massawa	马萨瓦
massigui	马西吉
mastuj	马斯图季
mastung	马斯图恩
masty	马斯蒂
masulipatnam	马苏利帕特南
masyaf	马西亚夫
matad	马塔德
matahun	马塔洪
matam	马塔姆
matano	马塔诺
mataram	马塔兰
matarjawira	马塔尔贾维拉
mat_chau	马洲
matendere	马滕德雷
matera	马泰拉
mateur	马特乌尔
mathura	马图拉
matiakoali	马蒂亚科阿利
matilla_de_canos	马蒂利亚德卡诺斯
matman	马特曼
matmata	马特马塔
matruh	马特鲁
maubeuge	莫伯日
maubin	毛宾
mauganj	毛甘吉
maui	毛伊岛
mau_jaunpur	毛贾恩普尔
mauleon	莫莱翁
mauleon_poitou	莫莱翁普瓦图
maulimberdy	毛利姆别尔迪
maungdaw	孟都
mauriac	莫里亚克
mavliberda	马夫利别尔达
mawet	马韦特
mawkmai	毛克迈
mawlamyine	毛淡棉
mawqaq	马瓦克
mawza	马瓦扎
maxaas	马克萨斯
maxcanu	马克萨努
maxia	马夏
mayang	马扬
mayapan	玛雅潘
maydh	迈德
mayen	马延
mayenne	马耶讷
maykop	迈科普
mayma	迈马
maymana	迈马纳
maynila	马尼拉
mayuragiri	马尤拉吉里
mayyafariqin	迈亚法里金
mazaghan	马扎甘
mazara	马扎拉
mazar_i_sharif	马扎里沙里夫
mazar_tagh	马扎尔塔格
mazdaran	马兹达兰
mazeikiai	马热伊基艾
mazhan	马占
mazouna	马祖纳
mazyr	莫济里
mbanza_kongo	姆班扎刚果
mbanza_mbata	姆班扎姆巴塔
mbanza_mpangu	姆班扎姆潘古
mbanza_nsundi	姆班扎恩松迪
mboune	姆布内
meaux	莫城
mecca	麦加
mechelen	梅赫伦
mechet	梅切特
mechetnaya	梅切特纳亚
mechili	梅希利
meda	梅达
medak	梅达克
medanapalle	梅达纳帕利
medawachchiya	梅达瓦奇奇亚
medea	梅迪亚
medellin	麦德林
medenine	梅德宁
medias	梅迪亚什
medicina	梅迪奇纳
medina	麦地那
medinaceli	梅迪纳塞利
medina_del_campo	梅迪纳德尔坎波
medina_de_rioseco	梅迪纳德里奥塞科
medina_sidonia	梅迪纳西多尼亚
medininkai	梅迪宁凯
medininkai_vilna	梅迪宁凯维尔纳
medjez_el_bab	迈杰兹巴卜
mednoye	梅德诺耶
medrissa	梅德里萨
medveda	梅德韦达
medyn	梅登
megara	墨伽拉
megion	梅吉翁
megra	梅格拉
megri	梅格里
megrino	梅格里诺
mehkar	梅赫卡尔
mehsi	梅希
meinersen	迈纳森
meiningen	迈宁根
meiqiu	梅秋
meisenheim	迈森海姆
meissen	迈森
meixian	梅县
meizhou	梅州
mekele	默克莱
mekletin	梅克列京
meknes	梅克内斯
melahuacan	梅拉瓦坎
melara	梅拉拉
melekess	梅列克斯
melenki	梅连基
meletovo	梅列托沃
meleuz	梅列乌兹
melfi	梅尔菲
melgueil	梅尔盖勒
melilla	梅利利亚
melitopol	梅利托波尔
melk	梅尔克
mellid	梅利德
mellrichstadt	梅尔里希施塔特
melnik	梅尔尼克
melnikovo	梅尔尼科沃
melnya	梅利尼亚
melnytsya	梅利尼齐亚
melsungen	梅尔松根
melun	默伦
memba	梅姆巴
memel	梅梅尔
memmingen	梅明根
mempawah	孟帕瓦
menara	梅纳拉
mendawai	门达瓦伊
mende	芒德
mendefera	门德费拉
mendong	门东
menehould	默讷乌
menemen	梅内门
menen	梅嫩
mengban_jihong	蒙班吉洪
mengban_weiyuan	蒙班威远
mengcheng	蒙城
mengding	孟定
mengding_mengzi	孟定蒙自
mengdong	蒙东
mengen	门根
menggala	门加拉
menghai	勐海
menghua	蒙化
mengjin	孟津
mengla	勐腊
menglei	蒙雷
mengli	蒙里
mengmeng	蒙蒙
mengtong	蒙通
mengung	蒙翁
mengxian	蒙县
mengyin	蒙阴
mengzi	蒙自
menlu	门卢
menouf	梅努夫
menzelinsk	缅泽林斯克
meppel	梅珀尔
meppen	梅彭
meraker	默勒克
meramec	梅拉梅克
merano	梅拉诺
merca	梅尔卡
merelka	梅列尔卡
mergen	梅尔根
mergentheim	梅尔根特海姆
mergui	丹老
merida	梅里达
merki	梅尔基
merkine	梅尔基内
merseburg	梅泽堡
merta	梅尔塔
mertola	梅尔托拉
merv	梅尔夫
merzifon	梅尔济丰
merzig	梅尔齐希
meschede	梅舍德
meshchersk	梅晓尔斯克
meshchovsk	梅晓夫斯克
meshkan	梅什坎
meshkan_khorasan	梅什坎呼罗珊
meskiana	梅斯基亚纳
mesocco	梅索科
messaad	迈萨阿德
messina	墨西拿
mestre	梅斯特雷
mesudiye	梅苏迪耶
mesuji	梅苏吉
mesyagutovo	梅夏古托沃
metapan	梅塔潘
meteleu	梅捷廖
metkovic	梅特科维奇
metlika	梅特利卡
metog	梅托格
metsang	梅藏
metz	梅斯
metzquititlan	梅茨基蒂特兰
metztitlan	梅茨蒂特兰
meulaboh	美拉宝
mevouillon	梅武伊隆
mextiacan	梅克斯蒂亚坎
meyami	梅亚米
meybod	梅伊博德
meymand	梅曼德
meymeh	梅伊梅
mezhorje	梅日霍尔耶
mezhutka	梅日乌特卡
mezhybozhe	梅日博日
mglin	姆格林
miahuatlan	米亚瓦特兰
mianchi	渑池
miandoab	米扬道阿卜
miangu	米安古
mianzhou	绵州
mianzhu	绵竹
miass	米阿斯
miastko	米亚斯特科
miatbir	米亚特比尔
mictlan	米克特兰
middelburg	米德尔堡
midelt	米德尔特
midu	弥渡
midyat	米迪亚特
mie	三重
miedzyrzecz	梅济热奇
mielnik	梅尔尼克
miercurea_cluc	梅尔库雷亚丘克
mieres	米耶雷斯
miesbach	米斯巴赫
mihalic	米哈利奇
mihaliccik	米哈利奇克
mihalt	米哈尔特
mii	米伊
mikasa	三笠
mike	迈克
mikhailovka	米哈伊洛夫卡
mikhaylov	米哈伊洛夫
mikhaylovka	米哈伊洛夫卡
mikhaylovka_pontic	米哈伊洛夫卡蓬蒂克
mikhlaf_al_hubishiyah	米赫拉夫胡比什亚
miki	三木
mikindani	米金达尼
mikshino	米克希诺
mikulino	米库利诺
mikulino_tver	米库利诺特维尔
mila	米拉
milano	米兰
milas	米拉斯
mile	米勒
miliana	米利亚纳
milicz	米利奇
millau	米约
millerovo	米勒罗沃
milos	米洛斯
miltenberg	米尔滕贝格
milwat	米尔瓦特milyutinskaya	米留京斯卡亚
milyutinskaya	Milyutinskaya
mima	米马
mimizan	米米藏
minab	米纳布
minamiaizu	南会津
minamimatsuura	南松浦
minamimogami	南最上
minamimorokata	南诸县
minamimuro	南牟娄
minamiuonuma	南鱼沼
minbya	敏比亚
minden	明登
mindon	明东
minduso	明杜索
minehead	迈恩黑德
minggang	明港
minghe	明河
mingin	明金
mingsha	明沙
mingshan	明山
mingshui	明水
mingtong	明通
mingxi	明溪
mingyi	明义
mingying	明英
minna	明纳
mino	美浓
minochi	美浓地
minokamo	美浓加茂
minqing	闽清
minsk	明斯克
minudasht	米努达什特
minxian	岷县
minya	明亚
minzhou	岷州
miory	米奥雷
miraj	米拉杰
miran	米兰
miranda_de_ebro	米兰达德埃布罗
miranda_de_i_douro	米兰达杜杜罗
mirande	米兰德
mirandela	米兰德拉
mirandola	米兰多拉
mirat	米拉特
mirbat	米尔巴特
mirecourt	米雷库尔
mirepoix	米雷普瓦
mir_garh_qila	米尔加尔赫基拉
mir_loc	米尔洛茨
mirochowo	米罗霍沃
miryang	密阳
misgar	米斯加尔
mishan	密山
miskah	米斯卡
miskolc	米什科尔茨
misratah	米苏拉塔
mistelbach	米斯特尔巴赫
mistretta	米斯特雷塔
mithankot	米坦科特
mithri	米斯里
mitic	米蒂克
mitilene	米蒂利尼
mitimiri	米蒂米里
mitoyo	三丰
mitrovica	米特罗维察
mittersill	米特西尔
mityakinskaya	米佳金斯卡亚
mixian	息县
mixquiahuala	米斯基亚瓦拉
mixtlan	米斯特兰
miyagi	宫城
miyaneh	米亚内
miyazaki	宫崎
miyoshi	三好
miyoshi_shikoku	四国三好
miyun	密云
mizantla	米桑特拉
mizda	米兹达
mizhi	米日
mkwaja	姆克瓦贾
mlada_boleslav	姆拉达博莱斯拉夫
modasa	莫达萨
modena	摩德纳
modica	莫迪卡
modigliana	莫迪利亚纳
modon	莫东
modos	莫多斯
mogadishu	摩加迪沙
mogador	摩加多尔
mogilev	莫吉廖夫
mogilno	莫吉尔诺
mogot	莫戈特
mohacs	莫哈奇
mohan	莫汉
mohe	漠河
mohyliv_podilskyi	莫希利夫波季尔斯基
moingwena	莫因格韦纳
moiynty	莫因特
mojacar	莫哈卡尔
mokhcha	莫赫恰
mokrous	莫克劳斯
mokshan	莫克尚
moksobo	莫科索博
mokwa	莫克瓦
molangur	莫兰古尔
molchanovo	莫尔恰诺沃
molde	莫尔德
molevon	莫列翁
molina_de_aragon	莫利纳德阿拉贡
molins	莫林斯
molodoi_tud	莫洛多伊图德
mologa	莫洛加
moloka_i	莫洛凯
moloskovitsa	Moloskovitsa
molyvos	莫利沃斯
mombasa	蒙巴萨
monaghan	莫纳汉
monastir	莫纳斯提尔
monastyrshchina	莫纳斯特尔希纳
monchengladbach	门兴格拉德巴赫
moncorvo	蒙科尔沃
mondo	蒙多
mondonedo	蒙多涅多
mondoro	蒙多罗
mondovi	蒙多维
monemvasia	莫奈姆瓦夏
monesterio	莫内斯特里奥
monforte_de_lemos	蒙福特德莱莫斯
monfort_lamaury	蒙福尔拉莫里
monfort_sur_meu	蒙福尔叙尔默
mong_hpayak	勐海
mong_hsat	勐撒
monghsu	勐苏
monghyr	蒙吉尔
mongkawng	勐拱
mongkung	勐昆
monglong	勐龙
mongmit	勐密
mongnai	勐乃
mongnawng	勐脑
mongping	勐平
mongtung	勐东
mong_yai	勐艾
mong_yang	勐养
mongyang	勐阳
mong_yawng	勐永
monhyin	蒙延
monmouth	蒙茅斯
monopoli	莫诺波利
mons	蒙斯
monselice	蒙塞利切
montaigu	蒙泰居
montaigut	蒙泰古
montalban	蒙塔尔万
montalcino	蒙塔尔奇诺
montalegre	蒙塔莱格里
montanchez	蒙坦切斯
montargis	蒙塔日
montauban	蒙托邦
montbeliard	蒙贝利亚尔
montblanc	蒙布朗
montbozon	蒙博宗
montbrison	蒙布里松
montcenis	蒙塞尼
mont_de_marsan	蒙德马桑
montefeltro	蒙特费尔特罗
monteleone	蒙特莱奥内
montemor	蒙特莫尔
montendre	蒙唐德尔
montepeloso	蒙特佩洛索
monterado	蒙特拉多
monterrey	蒙特雷
montflanquin	蒙夫朗坎
montgomery	蒙哥马利
monthey	蒙泰
montiel	蒙铁尔
montlaur	蒙洛尔
montlucon	蒙吕松
montmedy	蒙梅迪
montmorency	蒙莫朗西
montmorillon	蒙莫里永
montpellier	蒙彼利埃
montreuil	蒙特勒伊
montreuillon	蒙特勒伊永
montreux	蒙特勒
monza	蒙扎
monzon	蒙松
monzon_campos	蒙松坎波斯
mora	莫拉
mora_de_rubielos	莫拉德鲁维耶洛斯
mora_eth	摩拉
morag	莫拉格
morangi	莫兰吉
mora_portugal	莫拉葡萄牙
mordovo	莫尔多沃
morella	莫雷利亚
morgex	莫尔热
morhange	莫朗日
mori	森
mori_baridag	莫里巴里达格
mori_celebes	摩里苏拉威西
morki	莫尔基
morkvash	莫尔克瓦什
mormor	莫尔莫尔
mornei	莫尔内
moro	莫罗
moron	莫龙
moro_sindh	摩罗信德
morpeth	莫珀斯
morphou	莫尔富
mors	莫尔斯
morsha	莫尔沙
mortagne	莫尔塔涅
mortain	莫尔坦
morvi	莫尔维
mosbach	莫斯巴赫
moschevo	莫舍沃
moscow	莫斯科
mosharahat	莫沙拉哈特
moshenskoye	莫申斯科耶
moshok	莫肖克
moss	莫斯
most	莫斯特
mostaganem	穆斯塔加奈姆
mostar	莫斯塔尔
moster	莫斯特
mosul	摩苏尔
motal	莫塔尔
motoyoshi	本吉
motul	莫图尔
motupalli	莫图帕利
moudery	穆德里
mount_athos	阿索斯山
moura	莫拉
mourdiah	穆尔迪亚
moussoro	穆索罗
moutiers	穆捷
mouzon	穆宗
moya	莫亚
moyarta	莫亚尔塔
moycarn	莫伊卡恩
moyobamba	莫约班巴
mozambique	莫桑比克
mozhaysk	莫扎伊斯克
mozhga	莫日加
mozhino	莫日诺
mrauk_u	谬乌
mrirah	穆里拉
msila	姆西拉
mstow	姆斯托夫
mstsislaw	姆斯季斯拉夫
msus	姆苏斯
mtanye	姆塔涅
mtoko	姆托科
mtsensk	姆岑斯克
mtskheta	姆茨赫塔
muan	务安
muang_et	勐艾
muang_jam	勐占
muang_kham	勐坎
muang_khemarat	勐坎马拉特
muang_khuan_kra_buri	勐宽卡布里
muang_lang	勐朗
muang_luang_phukha	勐琅富卡
muang_mang	勐芒
muang_nakhon	勐那空
muang_na_rang	勐纳兰
muang_ngao	勐奥
muang_nong_han_luang	勐农汉琅
muang_phalan	勐帕兰
muang_phin	勐平
muang_phuan	勐川
muang_sam_tai	勐三泰
muang_sing	勐新
muang_sua	勐苏阿
muang_tam	勐丹
muang_ta_oi	勐达奥伊
muang_thaeng	勐登
muang_wang	勐旺
muang_xay	勐赛
muang_yuam	勐渊
muar	麻坡
muara_bahan	穆阿拉巴汉
muarakaman	穆阿拉卡曼
muara_sabak	穆阿拉沙巴克
mubarakabad	穆巴拉克阿巴德
mubemde	穆本德
muborak	穆巴拉克
muchesh	穆切什
muchuan	沐川
muchuchu	穆丘丘
mudan_ula	牡丹乌拉
mudgal	穆德加尔
mudhaykirah	穆代基拉
mudhol	穆德霍尔
mudurnu	穆杜尔努
mueng_bang_yom	勐邦约
mueng_fa_daet	勐法代
mueng_rat	勐拉特
mueng_thoen	勐吞
mueng_thung_yai	勐通艾
muge	木格
mughan	穆甘
mughayra	穆盖拉
mugi	牟岐
mugla	穆拉
muhammad_tur	穆罕默德图尔
muhammerah	穆哈马拉
muhayil	穆海勒
muhldorf	米尔多夫
muhlhausen	米尔豪森
mukachevo	穆卡切沃
mukah	穆卡
mukdahan	穆达汉
muko	木子
mukomuko	木古木古
muksu	穆克苏
muktagacha	穆克塔加恰
muktsar	穆克特萨尔
mukur	穆库尔
mula	穆拉
mulhouse	米卢斯
muli	木里
mulian	木连
mulkhow	穆尔霍
mull	马尔
mullaitivu	穆莱蒂武
mullheim	穆尔海姆
mullingar	马林加
mulmuga	穆尔穆加
multan	木尔坦
mulun	木论
mumias	穆米亚斯
mungra	蒙格拉
mungyeong	闻庆
munich	慕尼黑
munju	文珠
munk	蒙克
munster	明斯特
muong	勐
muong_cha	勐查
muong_luan	勐伦
muong_te	勐特
muping	牟平
mupung	穆蓬
muqur	穆库尔
murau	穆劳
muravera	穆拉韦拉
murayama	村山
murayghan	穆拉伊甘
murbach	穆尔巴赫
murcheh_khvort	穆尔切霍尔特
murcia	穆尔西亚
muret	米雷
murghab	穆尔加布
murom	穆罗姆
muromtsevo	穆罗姆采沃
muromtsevo_murom	穆罗姆采沃穆罗姆
murt	穆尔特
murwara	穆尔瓦拉
murzuk	穆尔祖克
murzzuschlag	穆尔楚施拉格
mus	穆什
musa	穆萨
musan	茂山
musa_qala	穆萨卡拉
musaymir	穆赛米尔
muse	木色
mushkov_pogost	穆什科夫波戈斯特
musi	穆西
musi_hilir	穆西下游
musikot	穆西科特
muskerry	马斯克里
musong	穆松
musuo	木所
mut	穆特
muumyangan	穆木扬甘
muwayh	穆韦
muxihe	木溪河
muzahmiyah	穆扎赫米耶
muzhech	穆热奇
mwenezi	姆韦内济
myadzyel	米亚杰利
myanaung	妙昂
myaungmya	妙乌
mychesk	梅切斯克
myede	梅德
myedu	梅杜
myeongcheon	明川
myeongju	明州
myitkyina	密支那
myitta	米塔
mykonos	米科诺斯
mykytyn_rih	梅基廷里赫
mymensingh	迈门辛
myrhorod	米尔戈罗德
myshuryn_rih	梅舒林里赫
myslenice	梅斯莱尼采
mysore	迈索尔
mystras	米斯特拉斯
naalbandin	纳尔班丁
naam	纳姆
naama	纳马
naas	纳斯
nabagram	纳巴格拉姆
nabek	纳贝克
nabeul	纳布勒
nablus	纳布卢斯
nacala	纳卡拉
nachod	纳霍德
nadi	纳迪
nadia	纳迪亚
nadol	纳多尔
nadushan	纳杜尚
nadvoitsy	纳德沃伊齐
nadzcaan	纳兹卡安
naffis	纳菲斯
nafka	纳夫卡
nafpaktos	纳夫帕克托斯
nafplio	纳夫普利奥
naga	那加
naga_bikol	那加比科尔
nagahrada	纳加赫拉达
nagaoka	长冈
nagapattinam	纳加帕蒂南
nagar	纳加尔
nagara_borneo	那加罗婆罗洲
nagarkot	纳加科特
nagarparkar	纳加尔帕卡尔
nagaur	纳高尔
nagavskaya	纳加夫斯卡亚
naggar	纳加尔
nagh	纳格
naghan	纳汉
nagina	纳吉纳
nagnes	纳格内斯
nagod	纳戈德
nagold	纳戈尔德
nagorsk	纳戈尔斯克
nagyboszormeny	纳吉博斯泽尔梅尼
nagyecsed	纳吉埃切德
nagykallo	纳吉卡洛
nagykanizsa	纳吉考尼饶
nahan	纳汉
nahavand	纳哈万德
nahil	纳希尔
naiman	乃蛮
nain	奈因
nainital	奈尼塔尔
nainpur	奈因普尔
najera	纳赫拉
najran	纳季兰
naju	罗州
naka	那贺
naka_hyuuga	日向那贺
naka_iwami	石见那贺
nakajima	中岛
nakaoono	中大野
naka_shikoku	四国中
nakata	中田
nakatsu	中津
nakchu	那曲
nakhal	Nakhal
nakhchivan	纳希切万
nakhon_chum	那空春
nakhon_sawan	那空沙旺
nakhon_thai	那空泰
nakijin	今归仁
naklo	纳克沃
nako	纳科
nakpa	纳克帕
nakshaparvat	纳克沙帕尔瓦特
nal	纳尔
naldrug	纳尔德鲁格
naletale	纳莱塔莱
nalgonda	纳尔贡达
nalli	纳利
nalou	纳卢
nalut	纳卢特
nalyuchi	纳柳奇
namaan	纳曼
namalata	纳马拉塔
namdal	纳姆达尔
namekata	名取
namgyeong	南京
namhae	南海
namhkan	南坎
namhsan	南散
namjan	南坚
namling	南木林
namrup	纳姆鲁普
nam_sach	南萨奇
nam_thing	南兴
namtso_doring	纳木错多林
namunka	纳蒙卡
namur	那慕尔
namwon	南原
nam_xuang	南宣
namyslow	纳梅斯沃夫
nan	南nanan	南安
nanan	Nanan
nanan_quanzhou	南安泉州
nanbu	南部
nanchang	南昌
nancheng	南城
nanchong	南充
nanchuan	南川
nancy	南锡
nandagiri	南达吉里
nandan	南丹
nandan_tengcheng	南丹腾城
nandapur	南达普尔
nander	南德尔
nandgram	南德格拉姆
nandian	南甸
nandod	南多德
nandun	南顿
nandurbar	南杜尔巴尔
nandyal	南迪亚尔
nanfeng	南丰
nangchen	囊谦
nangcheon	南川
nanghaer	南哈尔
nangong	南宫
nanhai	南海
nanhui	南汇
nanjanagud	南贾纳古德
nanjiang	南江
nankang	南康
nanlang	南朗
nanle	南乐
nanling	南陵
nanliu	南流
nanning	南宁
nanpi	南皮
nanping	南平
nansheng	南盛
nantes	南特
nantwich	南特威奇
nanxi	南溪
nanyang	南阳
nanzhang	南漳
nanzhao	南诏
nanzheng	南郑
naogaon	诺冈
naoiri	直入
naomao	脑毛
napinaica	纳皮奈卡
naples	那不勒斯
nara	奈良
naraan_chilaun	纳兰赤老温
naraha	原町
naran	纳兰
narat	那拉特
narbonne	纳博讷
nardin	纳尔丁
narena	纳雷纳
narhat	纳尔哈特
narmashir	纳尔马希尔
narnaul	纳尔诺尔
narni	纳尔尼
narodychi	纳罗季奇
narsinghpur	纳尔辛格普尔
narsipur	纳尔西普尔
narva	纳尔瓦
narwar	纳尔瓦尔
naryn	纳伦
nas	纳斯
nasaf	纳萨夫
naserpur	纳瑟尔普尔
nasik	纳西克
nasiriyah	纳西里耶
nasu	那须
natal	纳塔尔
natanz	纳坦兹
natori	名取
natuna_islands	纳土纳群岛
nauhtlan	纳乌特兰
naumburg	瑙姆堡
naungyo	勃生堂
naurskaya	瑙尔斯卡亚
navalucillos	纳瓦卢西略斯
navan	纳文
navia_de_suarna	纳维亚德苏阿尔纳
navidakh	纳维达赫
navolok	纳沃洛克
navskov	纳夫斯科夫
nawa	纳瓦
nawagarh	纳瓦加尔
nawah	纳瓦
nawakot	纳瓦科特
naxi	纳西
naxos	纳克索斯
nayagarh	纳亚加尔
nayband	纳伊班德
nayoro	名寄
nazhi	纳智
nazilli	纳齐利
nazok_olya	纳佐克奥利亚
nazran	纳兹兰
ndar	恩达尔
ndiaganiao	恩迪亚加尼奥
neath	尼斯
nebolchi	涅博尔奇
nedong	乃东
nedroma	内德罗马
nefta	内夫塔
negar	内加尔
negombo	尼甘布
negroponte	内格罗蓬特
nehbandan	内赫班丹
nehru	尼赫鲁
nei	内
neihuang	内黄
neijiang	内江
neiqiu	内丘
neixiang	内乡
nekhel	内赫尔
nekloch	涅克洛奇
nellore	内洛尔
nema	内马
nemecky_brod	涅梅茨基布罗德
nemeri	内梅里
nemours	内穆尔
nemptu	内姆普图
nenagh	Nenagh
nenying	嫩英
neopatras	新帕特雷
nerac	内拉克
nerekhta	涅列赫塔
nesle	内斯勒
neubrandenburg	新勃兰登堡
neuburg_an_der_donau	多瑙河畔诺伊堡
neuchatel	纳沙泰尔
neufchateau_des_vosges	孚日省讷沙托
neufchateau_luxembourg	卢森堡讷沙托
neuhaus	诺伊豪斯
neumarkt	诺伊马克特
neuss	诺伊斯
neustadt	诺伊施塔特
neustadt_am_rubenberge	吕本贝格畔诺伊施塔特
neustadt_an_der_haardt	哈特畔诺伊施塔特
neva	涅瓦
nevel	涅韦尔
nevers	讷韦尔
nevesinje	内韦西涅
nevrokop	内夫罗科普
nevsehir	内夫谢希尔
newark	纽瓦克
newcastle	纽卡斯尔
newport	纽波特
new_ross	新罗斯
newtownards	纽敦纳兹
neyasar	内亚萨尔
neyriz	内里兹
ngabang	恩加邦
nga_lac	恩加湖
ngamring	昂仁
ngaous	恩高斯
ngape	恩加佩
ngaputaw	恩加普陶
ngasingu	恩加辛古
ngazargamu	恩加扎尔加穆
ngazidja	恩加济贾
nghe_ann	乂安
ngimbo_amburi	恩吉姆博安布里
ngoc_ma	玉麻
ngouma	恩古马
ngousa	恩古萨
ngoussa	恩古萨
nguidjilone	恩吉吉洛内
nguigmi	恩吉格米
nguru	恩古鲁
nhat_nam	日南
niagassola	尼亚加索拉
niah	尼亚
nianbo	碾伯
niani	尼亚尼
niantjila	尼安蒂吉拉
nibork	尼博克
nibuchu	尼布楚
nicastro	尼卡斯特罗
nice	尼斯
nicosia_cyp	尼科西亚塞浦路斯
nicosiasic	尼科西亚西西里
nidaros	尼达罗斯
nidda	尼达
niebla	涅夫拉
niemcza	涅姆恰
niemodlin	涅莫德林
niena	涅纳
nienburg	宁堡
nifi	尼菲
nigde	尼代
nii	新居
niihari	新原
niikawa	新川
niiohehsane	尼约赫萨内
nijmegen	奈梅亨
nikahionhwakowa	尼卡洪瓦科瓦
nikki	尼基
nikolo_dor	尼科洛多尔
nikolsk	尼科利斯克
nikolskoye	尼科利斯科耶
nikolskoye_andoma	尼科利斯科耶安多马
nikolskoye_kema	尼科利斯科耶克马
nikolskoye_pontic	尼科利斯科耶本都
nikolsky	尼科利斯基
nikopol	尼科波尔
niksar	尼克萨尔
nilagiri	尼拉吉里
nilakamberu	尼拉坎贝鲁
nilandhe_atoll	尼兰德环礁
nilka	尼勒克
nima	尼玛
nimes	尼姆
nimvar	尼姆瓦尔
ningbian	宁边
ningchang	宁昌
ningde	宁德
ningdu	宁都
ningfan	宁番
ningguo	宁国
ningguta	宁古塔
ninghai	宁海
ninghua	宁化
ninghua_tingzhou	宁化汀州
ningjin	宁津
ningjin_zhaozhou	宁津赵州
ningling	宁陵
ningpu	宁浦
ningshan	宁陕
ningxia	宁夏
ningxiang	宁乡
ningxiang_shizhou	宁乡石州
ningyang	宁阳
ningyuan	宁远
ningyuan_gongchang	宁远工厂
ningyuan_jinzhou	宁远锦州
ningyuan_wananjun	宁远万安军
ningzhou	宁州
ninil	尼尼尔
nioman	尼奥曼
niono	尼奥诺
nioro	尼奥罗
niort	尼奥尔
nir	尼尔
nirmal	尼尔马尔
nis	尼斯
nisab	尼萨布
nishapur	尼沙普尔
nishikanbara	西蒲原
nishikubiki	西颈城
nishimatsuura	西松浦
nishimorokata	西诸县
nishimuro	西牟娄
nishiokitama	西置赐
nishisonogi	西彼杵
nishiusuki	西臼杵
nita	尼塔
nita_arabia	尼塔阿拉伯
nitra	尼特拉
nitta	新田
niuquanzi	牛圈子
niushan	牛山
niuwu	牛屋
nivelles	尼韦勒
niwa	丹羽
nixi	尼西
niya	尼雅
niyazabad	尼亚扎巴德
nizhelskoe	尼日尔斯科耶
nizhnyaya_toyma	下托伊马
nizhny_chir	下奇尔
nizhny_lomov	下洛莫夫
nizhny_novgorod	下诺夫哥罗德
nizhyn	尼任
nizwa	尼兹瓦
njimi	恩吉米
nkankezi	恩坎凯齐
nkunga	恩昆加
nnewi	恩内维
noadihang	诺阿迪杭
nobel	诺贝尔
nochistlan	诺奇斯特兰
nochixtlan	诺奇斯特兰
nodaway	诺达韦
nogaro	诺加罗
nogent_sur_seine	塞纳河畔诺让
nograd	诺格拉德
nogui	诺吉
nogule	诺古莱
noh_peten	诺赫佩滕
nokor_reach_seyma	诺哥雷塞马
nola	诺拉
nomi	能美
non	农
nonantola	诺南托拉
nongan	农安
nong_bok	农波
nong_bua_lamphu	农布兰普
nong_khay	农开
nontron	农特龙
nonualco	诺努阿尔科
nopiloa	诺皮洛阿
nora	诺拉
nora_eth	诺拉埃塞
nordhausen	诺德豪森
nordhordland	北霍达兰
nordmark	诺德马克
norrkoping	北雪平
norrtalje	诺尔泰利耶
northampton	北安普顿
north_jeongju	北青州
norton	诺顿
norwich	诺里奇
noto	能登
noto_jap	能登日本
noto_ussuri	诺托乌苏里
nottingham	诺丁汉
noul_lamta	努尔拉姆塔
nounkonkan	努恩孔坎
novara	诺瓦拉
novaya_pokrovka	新波克罗夫卡
novgorod	诺夫哥罗德
novhorod_siverskyi	诺夫霍罗德 - 谢韦尔斯基
novi	诺维
novigrad	诺维格勒
novoaidar	新艾达尔
novo_alexandrovskoye	新亚历山德罗夫斯科耶
novoanninsky	新安宁斯基
novo_brdo	新布尔多
novogrudok	诺夫格鲁多克
novohrad_volynskyi	沃伦斯基新城
novo_mesto	新梅斯托
novonikolayevsky	新尼古拉耶夫斯基
novopavlovsk	新帕夫洛夫斯克
novopskov	新普斯科夫
novoselitskoye	新谢利茨科耶
novosil	新西利
novy_bykhaw	新比霍夫
novye_burasy	新布拉西
nowdezh	诺韦日
nowe	诺韦
nowogard	诺沃加德
nowoszczecin	新什切青
nowrangapur	诺朗格阿普尔
nowy_sacz	新松奇
nowy_targ	新塔尔格
noya	诺亚
noyon	诺颜
noyon_uul	诺颜乌拉
nozza	诺扎
nubzur	努布祖尔
nudarcha	努达尔恰
nuka	努卡
nukanobu	信延
nuket	努克特
numaniyyah	努马尼亚
numedal	努梅达尔
nungu	嫩古
nuoluo	诺洛
nuomin	诺敏
nupeko	努佩科
nur	努尔
nurabad	努拉巴德
nurchuu	努尔楚
