location_name	total_population	total_urban_pop
mirecourt	29.597000	0.009000
mirepoix	30.506000	0.009000
miritiba	0.276000	0.000000
mirixubaash	0.318000	0.000000
mirning	0.916000	0.000000
mirochowo	7.235000	0.008000
mirriah	7.154000	0.000000
miryang	13.768000	0.014000
misasa	7.712000	0.000000
misask	0.106000	0.000000
misekumaw	0.106000	0.000000
misgar	6.798000	0.033000
misha_shipu	0.106000	0.000000
mishan	11.117000	0.004000
mishikamau	0.106000	0.000000
mishkwagokag	1.571000	0.000000
misi_zaaga_igan	0.420000	0.000000
misima	2.231000	0.000000
misinichikw	0.106000	0.000000
miskah	9.779000	0.010000
miskolc	24.247000	0.008000
miskwaagamiiwi	0.420000	0.000000
misool	1.011000	0.000000
mispec	0.106000	0.000000
misratah	13.500000	0.006000
missicabi	0.106000	0.000000
missinaibi	0.106000	0.000000
missinihe	1.084000	0.000000
missinipi	0.106000	0.000000
mississagi	1.296000	0.000000
mississinewa	1.430000	0.000000
missoula	0.420000	0.000000
mistahi	0.318000	0.000000
mistahi_sakahikan	0.106000	0.000000
mistaiyohe	0.420000	0.000000
mistango	0.106000	0.000000
mistanipi	0.106000	0.000000
mistassibi	0.212000	0.000000
mistassiniish	0.106000	0.000000
mistecapiu	0.106000	0.000000
mistelbach	33.203000	0.018000
mistimakan	0.106000	0.000000
mistinatuakamau	0.106000	0.000000
mistinatwayasu	0.106000	0.000000
mistissini	0.318000	0.000000
mistretta	26.324000	0.009000
mistutikumak	0.106000	0.000000
mitchigamea	9.885000	0.015000
mithankot	53.102000	0.000000
mithri	69.885000	0.092000
mitic	6.143000	0.046000
mitilene	4.073000	0.010000
mitimiri	24.136000	0.009000
mitis	0.106000	0.000000
mitoyo	21.499000	0.005000
mitrovica	10.091000	0.010000
mitse_adazi	0.701000	0.000000
mitsiadazi	0.280000	0.000000
mitsogo_kongo	9.927000	0.000000
mittaywanquam	0.701000	0.000000
mittersill	7.935000	0.002000
mityakinskaya	3.215000	0.020000
miwa	0.209000	0.000000
mixian	56.172000	0.004000
mixquiahuala	37.492000	0.018000
mixtlan	11.023000	0.018000
miyagi	34.242000	1.833000
miyakojima	8.931000	0.000000
miyaneh	8.217000	0.002000
miyazaki	20.518000	0.005000
miyoshi	23.838000	0.010000
miyoshi_shikoku	24.924000	0.005000
miyun	22.029000	0.004000
mizantla	9.458000	0.018000
mizda	19.875000	0.017000
mizhi	18.419000	0.004000
mizque	20.997000	0.000000
mkwaja	6.298000	0.005000
mlada_boleslav	49.282000	0.027000
mlungo	6.133000	0.000000
mnihaha	0.280000	0.000000
mnisaton	0.318000	0.000000
mnitanka	0.420000	0.000000
mo_o_ti	92.870000	0.000000
mo_ohta_vo_honaaeva	0.280000	0.000000
moadokado	0.701000	0.000000
moana_kassongo	9.950000	0.000000
moana_mpafu	26.542000	0.000000
moana_muafi	22.938000	0.000000
moana_mussumba	10.168000	0.000000
moanunts	0.701000	0.000000
moapa	0.701000	0.000000
mobaye	37.454000	0.000000
mobile	1.768000	0.043000
moca	1.031000	0.000000
mocama	1.430000	0.000000
mocana	65.958000	0.000000
moce_atoll	3.634000	0.000000
mocoa	9.061000	0.000000
mocozo	0.841000	0.000000
modasa	130.803000	0.000000
modena	74.487000	1.904000
modica	32.098000	1.900000
modigliana	15.501000	0.009000
modipe	2.726000	0.000000
modokni	0.701000	0.000000
modon	2.461000	0.000000
modos	20.510000	0.009000
moehe_yoe	0.420000	0.000000
moena_kalengo	4.252000	0.000000
moffat	0.701000	0.000000
mogadishu	29.217000	0.023000
mogador	15.674000	0.046000
mogas	2.436000	0.000000
moghwachi	0.701000	0.000000
mogi_das_cruzes	0.421000	0.000000
mogi_mirim	4.218000	0.000000
mogilev	16.520000	0.005000
mogilno	10.882000	0.000000
mogot	2.047000	0.004000
mohacs	27.339000	0.008000
mohan	99.192000	0.015000
mohe	4.347000	0.004000
mohetan	1.851000	0.000000
mohko	0.300000	0.000000
mohyliv_podilskyi	4.347000	0.000000
moi	1.623000	0.000000
moi_urusta	0.157000	0.000000
moingwena	2.458000	0.015000
moira	12.227000	0.000000
moissala	22.126000	0.000000
moito	8.521000	0.000000
moiynty	2.009000	0.001000
mojacar	22.908000	0.008000
mojenga	3.789000	0.000000
mokaie	3.679000	0.000000
mokelumne	0.701000	0.000000
mokhcha	6.227000	0.027000
mokowan	0.318000	0.000000
mokrous	3.994000	0.012000
mokshan	5.067000	0.011000
moksobo	5.122000	0.004000
mokwa	16.930000	0.016000
molangur	76.416000	0.000000
molchanovo	1.318000	0.010000
molde	3.301000	0.008000
molevon	5.245000	0.018000
molina_de_aragon	18.845000	0.016000
molins	24.342000	0.009000
mollyhuajeck	0.106000	0.000000
molodo	0.157000	0.000000
molodoi_tud	6.907000	0.026000
mologa	14.283000	0.015000
moloka_i	13.719000	0.000000
molomo	4.430000	0.000000
moloskovitsa	3.004000	0.000000
molsemtekw	0.212000	0.000000
molumbo	8.372000	0.000000
molundu	11.649000	0.000000
molvo	0.157000	0.000000
molyvos	4.841000	0.010000
moma	16.838000	0.000000
moma_katwoi	6.722000	0.000000
moma_moamba	3.064000	0.000000
mombasa	40.623000	0.159000
mombote	3.428000	0.000000
mompoj	33.119000	0.000000
mon	10.381000	0.000000
monadnock	3.114000	0.000000
monaghan	1.761000	0.019000
monahassanugh	2.430000	0.000000
monashee	0.212000	0.000000
monastir	12.420000	0.000000
monastyrshchina	6.849000	0.014000
monasukapanough	3.254000	0.000000
monbetsu	0.968000	0.000000
monchengladbach	22.979000	0.003000
moncorvo	17.599000	0.008000
mondo	6.038000	0.017000
mondonedo	15.720000	0.051000
mondongachate	1.458000	0.016000
mondoro	4.665000	0.017000
mondovi	11.913000	0.036000
monecato	0.280000	0.000000
monemvasia	5.043000	0.010000
monesterio	12.087000	0.008000
moneta	0.701000	0.000000
moneton	1.711000	0.000000
monfort_lamaury	28.563000	0.009000
monfort_sur_meu	32.547000	0.000000
monforte_de_lemos	20.873000	0.188000
mong_hpayak	7.588000	0.000000
mong_hsat	12.425000	0.002000
mong_yai	17.420000	0.000000
mong_yang	13.829000	0.004000
mong_yawng	11.211000	0.002000
monghsu	7.329000	0.000000
monghyr	155.504000	1.211000
mongkawng	4.867000	0.022000
mongkung	5.146000	0.000000
monglong	7.952000	0.000000
mongmit	7.831000	0.020000
mongnai	5.773000	0.021000
mongnawng	6.856000	0.000000
mongo	20.092000	0.000000
mongoffa	11.451000	0.000000
mongomo	9.906000	0.000000
mongpai	4.387000	0.000000
mongping	12.098000	0.000000
mongtung	15.848000	0.000000
mongyang	2.926000	0.000000
monhyin	1.958000	0.007000
monmouth	3.914000	0.000000
mono	1.341000	0.000000
monocacy	1.992000	0.000000
monona	0.140000	0.000000
monongahela	0.982000	0.000000
monopoli	22.796000	1.890000
monqui	0.335000	0.000000
mons	25.097000	2.469000
monselice	49.507000	1.891000
monsol	11.677000	0.000000
mont_de_marsan	31.092000	0.009000
montaigu	35.092000	0.009000
montaigut	39.200000	0.000000
montalban	5.100000	0.008000
montalcino	14.110000	0.009000
montalegre	9.826000	0.008000
montanchez	14.763000	0.008000
montargis	34.120000	0.000000
montauban	52.130000	2.099000
montauk	1.992000	0.000000
montbeliard	16.666000	0.028000
montblanc	30.427000	0.008000
montbozon	46.356000	0.000000
montbrison	36.721000	2.114000
montcenis	33.693000	0.000000
montefeltro	10.462000	0.018000
monteleone	13.967000	1.886000
montemor	14.897000	0.008000
montendre	28.996000	0.009000
montepeloso	26.459000	0.008000
monterado	1.555000	0.005000
monterrey	18.644000	0.008000
montes_claros	2.202000	0.000000
montflanquin	24.266000	0.000000
montgomery	6.168000	0.016000
monthey	4.719000	0.021000
montiel	11.044000	0.008000
montlaur	14.050000	0.000000
montlucon	38.111000	0.009000
montmedy	2.761000	0.003000
montmorency	34.655000	0.009000
montmorillon	41.781000	0.009000
montpellier	48.866000	4.503000
montreuil	33.206000	0.000000
montreuillon	27.342000	0.000000
montreux	13.761000	0.021000
monxoro	10.060000	0.000000
monza	29.388000	1.886000
monzes	8.234000	0.000000
monzon	8.204000	0.008000
monzon_campos	27.776000	0.180000
mooi	21.875000	0.000000
moona_mpanda	3.663000	0.000000
moose_river	0.212000	0.000000
moosonee	0.318000	0.000000
mootka	0.312000	0.000000
mopeia	5.700000	0.000000
moqoit	2.278000	0.000000
mora	1.498000	0.009000
mora_cam	15.563000	0.000000
mora_de_rubielos	6.027000	0.008000
mora_eth	11.020000	0.008000
mora_portugal	10.452000	0.008000
morag	10.141000	0.009000
moramanga	3.075000	0.000000
morangi	54.577000	0.012000
moratau	0.581000	0.000000
mordovo	5.720000	0.000000
morella	13.255000	1.893000
morgan	0.701000	0.000000
morgex	26.359000	0.009000
morhange	19.149000	0.000000
mori	6.248000	0.004000
mori_baridag	4.433000	0.004000
mori_celebes	2.261000	0.005000
morki	10.501000	0.042000
morkoka	0.157000	0.000000
morkvash	5.088000	0.000000
mormor	7.805000	0.004000
mornei	18.465000	0.007000
moro	1.010000	0.026000
moro_sindh	78.407000	0.019000
moron	15.940000	0.008000
morondo	21.926000	0.000000
morpeth	19.686000	0.000000
morphou	22.067000	0.008000
morrinhos	0.436000	0.000000
mors	8.693000	0.004000
morsha	6.577000	0.000000
mortagne	43.819000	0.006000
mortain	31.612000	0.009000
morvi	102.474000	0.018000
mosbach	13.295000	0.012000
moschevo	5.704000	0.034000
mosco	3.456000	0.015000
moscow	40.951000	0.773000
mosega	2.888000	0.000000
mosharahat	2.868000	0.008000
moshenskoye	2.871000	0.016000
moshi	0.157000	0.000000
moshok	5.552000	0.002000
mosiko	6.564000	0.000000
moskona	0.603000	0.000000
moskwawakwa	0.960000	0.015000
mosopeleacipi	1.378000	0.000000
moss	9.851000	0.008000
most	26.189000	0.021000
mostaganem	32.956000	0.010000
mostar	14.749000	0.020000
moster	5.757000	0.008000
mosul	43.966000	3.876000
motal	4.166000	0.000000
motoyoshi	22.313000	0.005000
motul	80.545000	0.018000
motupalli	57.390000	0.014000
motupohue	0.975000	0.000000
motygino	0.477000	0.000000
mouchalagane	0.106000	0.000000
moudery	7.006000	0.016000
mount_athos	1.537000	0.010000
mountain_maidu	0.701000	0.000000
moura	10.856000	0.008000
mourdiah	5.901000	0.017000
mourionska	0.097000	0.000000
moussoro	13.002000	0.017000
moutiers	17.764000	0.009000
mouzon	18.410000	0.225000
movima	23.360000	0.000000
mowhemencho	4.096000	0.000000
moxos	18.727000	0.000000
moya	11.751000	0.008000
moyarta	2.664000	0.009000
moycarn	3.808000	0.009000
moyenga	2.368000	0.000000
moyobamba	2.968000	0.019000
mozambique	10.853000	0.049000
mozhaysk	18.095000	0.002000
mozhga	5.473000	0.018000
mozhino	4.347000	0.000000
mpala	9.617000	0.000000
mpanda	9.820000	0.000000
mpondo	6.428000	0.000000
mpongwe	11.183000	0.000000
mpota	8.655000	0.000000
mpueto	9.340000	0.000000
mpwapwa	10.326000	0.000000
mrauk_u	39.657000	0.004000
mrirah	27.210000	0.002000
mrubicha	3.407000	0.000000
msassa	14.056000	0.000000
msene	17.578000	0.000000
mser	13.216000	0.000000
msila	34.538000	0.010000
msinja	75.273000	0.000000
msire	13.791000	0.000000
msire_zambia	4.952000	0.000000
msiri	7.113000	0.000000
msoro	9.286000	0.000000
mstow	13.857000	0.000000
mstsislaw	13.546000	0.015000
msus	10.014000	0.003000
mtanye	2.687000	0.014000
mtetengwe	4.051000	0.000000
mthethwa	5.733000	0.000000
mti_pa	1.964000	0.000000
mtoko	9.328000	0.032000
mtoli	9.967000	0.000000
mtowa	9.020000	0.000000
mtsensk	7.140000	0.002000
mtskheta	20.527000	0.006000
mu_ngava	2.699000	0.000000
muan	6.396000	0.004000
muana	3.341000	0.000000
muang_et	12.959000	0.005000
muang_jam	6.970000	0.000000
muang_kham	10.630000	0.004000
muang_khemarat	24.223000	0.000000
muang_khuan_kra_buri	16.082000	0.000000
muang_lang	10.575000	0.005000
muang_luang_phukha	11.694000	0.005000
muang_mang	7.999000	0.004000
muang_na_rang	12.843000	0.000000
muang_nakhon	12.146000	0.005000
muang_ngao	8.960000	0.000000
muang_nong_han_luang	13.673000	0.002000
muang_phalan	15.106000	0.005000
muang_phin	8.936000	0.005000
muang_phuan	5.559000	0.005000
muang_sam_tai	7.573000	0.000000
muang_sing	7.986000	0.005000
muang_sua	36.346000	0.007000
muang_ta_oi	9.287000	0.005000
muang_tam	10.120000	0.000000
muang_thaeng	5.583000	0.000000
muang_wang	7.549000	0.000000
muang_xay	14.647000	0.004000
muang_yuam	4.368000	0.002000
muar	17.092000	0.005000
muara_bahan	8.714000	0.007000
muara_sabak	2.799000	0.007000
muarakaman	1.880000	0.034000
muata_musembo	8.297000	0.000000
mubami	5.355000	0.000000
mubarakabad	7.761000	0.014000
mubemde	75.909000	0.043000
mubi	22.566000	0.000000
muborak	10.136000	0.001000
mucajai	33.064000	0.000000
mucajama	5.470000	0.000000
muchena	10.635000	0.000000
muchesh	5.419000	0.008000
muchuan	7.060000	0.004000
muchuchu	18.704000	0.032000
muconda	2.829000	0.000000
mucuri	0.993000	0.000000
mucusso	6.678000	0.000000
mudan_ula	7.764000	0.004000
mudburra	1.284000	0.000000
mudgal	70.939000	0.008000
mudhaykirah	74.285000	0.216000
mudhol	84.770000	0.000000
mudurnu	8.188000	0.072000
muene_kwako	18.043000	0.000000
muene_ndinga	12.819000	0.000000
muene_puto	16.714000	0.000000
mueng_bang_yom	9.868000	0.000000
mueng_fa_daet	19.995000	0.006000
mueng_rat	4.931000	0.000000
mueng_thoen	7.683000	0.000000
mueng_thung_yai	12.612000	0.002000
mugamba	388.170000	0.000000
muge	2.551000	0.004000
mughan	16.095000	0.022000
mughayra	2.934000	0.015000
mugi	24.414000	0.005000
mugla	29.706000	0.000000
mugumba	3.634000	0.000000
muhammad_tur	160.413000	0.027000
muhammerah	13.190000	0.008000
muhaukamau	0.106000	0.000000
muhayil	21.928000	0.000000
muhekani	14.575000	0.000000
muhldorf	12.158000	0.019000
muhlhausen	42.101000	0.024000
muhwaosipi	1.571000	0.000000
muichi	7.901000	0.000000
muinawamek	0.106000	0.000000
mukachevo	9.496000	0.008000
mukah	5.075000	0.015000
mukalombo	12.527000	0.000000
mukariva	8.398000	0.000000
mukas	13.055000	0.000000
mukdahan	12.930000	0.002000
muko	41.322000	0.010000
mukomuko	2.240000	0.005000
muksu	2.167000	0.001000
muktagacha	125.385000	0.009000
muktsar	229.025000	0.000000
mukur	2.150000	0.001000
mukurru_bunkela	9.825000	0.000000
mukutawa	0.212000	0.000000
mula	11.405000	0.008000
mulanay	1.531000	0.007000
mulhouse	25.846000	2.108000
muli	9.949000	0.004000
mulian	5.128000	0.020000
mulilimu	15.343000	0.000000
mulkhow	4.838000	0.020000
mull	2.004000	0.179000
mullaitivu	16.092000	0.012000
mullheim	20.238000	0.032000
mullingar	3.380000	0.011000
mulmuga	1.820000	0.004000
multan	89.313000	0.000000
multnomah	0.701000	0.000000
mulun	7.674000	0.004000
mulunda	8.730000	0.000000
mum	13.322000	0.000000
mumbos	5.650000	0.000000
mumias	31.087000	0.000000
munchique	1.691000	0.000000
mundurukania	0.864000	0.000000
munduruku	4.910000	0.000000
mungra	164.296000	0.000000
mungyeong	8.220000	0.009000
munich	28.840000	4.940000
munite	0.185000	0.000000
munju	24.310000	0.009000
munk	8.579000	0.001000
munster	42.375000	1.173000
munza	2.996000	0.000000
muong	13.049000	0.000000
muong_cha	4.237000	0.000000
muong_luan	7.250000	0.003000
muong_te	2.943000	0.000000
mupanipani	3.464000	0.000000
muping	131.596000	0.004000
mupung	5.507000	0.009000
muqur	26.018000	0.011000
mura	2.945000	0.000000
murau	15.279000	0.011000
muravera	3.266000	0.009000
murayama	28.123000	0.015000
murayghan	10.236000	0.010000
murbach	21.923000	0.000000
murcheh_khvort	9.641000	0.007000
murcia	28.707000	2.282000
muret	68.401000	0.038000
murghab	0.500000	0.000000
murgo	0.604000	0.000000
muriae	0.185000	0.000000
murom	12.354000	0.008000
muromtsevo	1.031000	0.008000
muromtsevo_murom	9.819000	0.006000
murranbulla	0.684000	0.000000
murri	25.871000	0.000000
murrinh_patha	0.267000	0.000000
murrumgama	0.562000	0.000000
murt	3.943000	0.009000
muruam	1.157000	0.000000
murwara	98.714000	0.013000
murzuk	6.508000	0.006000
murzzuschlag	9.738000	0.011000
mus	7.533000	0.009000
musa	27.382000	0.005000
musa_qala	10.502000	0.010000
musan	14.186000	0.012000
musaymir	60.329000	0.175000
muscotnetcong	3.254000	0.000000
muse	11.073000	0.004000
mushikitee	0.212000	0.000000
mushkov_pogost	7.000000	0.000000
mushuau	0.106000	0.000000
musi	13.175000	0.008000
musi_hilir	12.188000	0.007000
musikot	38.923000	0.026000
muskegon	1.122000	0.000000
muskerry	1.775000	0.009000
muskiki	0.318000	0.000000
muskingum	2.132000	0.000000
musong	3.689000	0.004000
musquedoboit	0.106000	0.000000
mussau	2.231000	0.000000
mussende	3.530000	0.000000
mussimi	10.561000	0.000000
mussombo	6.219000	0.000000
mussul	2.415000	0.000000
mussumba	11.561000	0.000000
mustinka	0.318000	0.000000
musuo	3.677000	0.003000
mut	4.455000	0.072000
mutota	6.584000	0.000000
mutsisooni_yohe	0.420000	0.000000
mutsun	1.700000	0.000000
mutum	2.224000	0.000000
mutumui	0.242000	0.000000
muumyangan	8.016000	0.004000
muwayh	27.252000	0.004000
muxihe	12.135000	0.004000
muxima	1.876000	0.000000
muxima_ayo	2.377000	0.000000
muyove	13.815000	0.000000
muyu	4.643000	0.000000
muyua	37.726000	0.000000
muyupampa	2.923000	0.000000
muzahmiyah	19.379000	0.010000
muzhech	4.857000	0.003000
mwamasapa	35.383000	0.000000
mwangulla	5.306000	0.000000
mwenezi	7.569000	0.009000
mweru	12.550000	0.000000
myadzyel	13.331000	0.005000
myakit	0.157000	0.000000
myanaung	42.140000	0.030000
myaungmya	32.856000	0.000000
mychesk	21.247000	0.021000
myede	22.341000	0.004000
myedu	2.988000	0.004000
myeongcheon	18.881000	0.012000
myeongju	19.019000	0.004000
myitkyina	2.907000	0.000000
myitta	8.378000	0.000000
mykonos	1.699000	0.000000
mykytyn_rih	3.272000	0.004000
mymensingh	106.573000	0.009000
myndagai	0.157000	0.000000
myrhorod	9.950000	0.007000
myshuryn_rih	4.487000	0.007000
myslenice	21.183000	0.000000
mysore	63.029000	5.149000
mystras	7.566000	0.010000
n_pooh_le	0.212000	0.000000
na_choo_ndek	0.159000	0.000000
na_isha	0.701000	0.000000
naahmigus	0.140000	0.000000
naalbandin	6.044000	0.009000
naam	15.713000	0.055000
naama	28.162000	0.016000
naas	26.706000	0.011000
naasioi	4.568000	0.000000
nababeep	0.049000	0.000000
nabagram	39.234000	0.049000
nabaydacu	0.780000	0.000000
nabek	12.358000	0.007000
nabeul	24.412000	0.008000
nabiti	0.797000	0.015000
nablus	29.216000	0.011000
nac_nanuk	3.933000	0.000000
nacachau	0.920000	0.000000
nacala	10.126000	0.000000
nacao	1.060000	0.000000
nacaome	30.648000	0.000000
nachirvik	0.210000	0.000000
nachod	45.196000	0.023000
naco	12.927000	0.000000
nacogdoches	0.920000	0.000000
naconiche	1.038000	0.043000
nacoochee	4.456000	0.015000
nadah_dogalnine	0.116000	0.000000
nadakuh	0.960000	0.015000
nadi	18.288000	0.003000
nadia	147.573000	8.219000
nadleh_whuten	0.212000	0.000000
nadleht_en	0.212000	0.000000
nadol	72.926000	0.019000
nadushan	1.810000	0.007000
nadvoitsy	0.178000	0.000000
nadym	1.494000	0.000000
nadzcaan	14.528000	0.018000
naffis	16.500000	0.004000
nafka	19.169000	0.008000
nafpaktos	7.663000	0.008000
nafplio	6.261000	0.008000
naga	40.927000	0.010000
naga_bikol	8.362000	0.007000
nagagami	0.106000	0.000000
nagahrada	78.479000	0.009000
nagaoka	26.081000	0.005000
nagapattinam	82.317000	0.004000
nagar	3.464000	0.063000
nagara_borneo	6.074000	0.007000
nagaradalaax	0.157000	0.000000
nagarando	10.300000	0.000000
nagarkot	38.822000	0.033000
nagarparkar	64.933000	0.048000
nagatinong	0.212000	0.000000
nagaur	112.654000	0.000000
nagavskaya	4.960000	0.016000
naggar	28.048000	0.025000
nagh	3.311000	0.009000
naghan	2.449000	0.007000
nagina	137.793000	0.000000
nagnes	122.721000	0.024000
nagod	75.630000	0.011000
nagold	12.965000	0.016000
nagor	0.268000	0.000000
nagorsk	5.510000	0.030000
naguatex	1.600000	0.015000
nagyboszormeny	11.706000	0.008000
nagyecsed	12.518000	0.008000
nagykallo	11.138000	0.008000
nagykanizsa	20.802000	0.008000
nahan	32.887000	0.010000
nahanni	0.159000	0.000000
nahavand	17.804000	0.008000
nahil	110.540000	0.000000
nahma	0.106000	0.000000
nahuelpan	3.000000	0.000000
naiba	0.157000	0.000000
naiman	6.614000	0.004000
nain	10.640000	0.007000
nainital	17.977000	0.007000
nainpur	35.121000	0.007000
najama	6.516000	0.000000
najera	32.937000	0.008000
najran	29.578000	0.000000
naju	51.172000	0.004000
nak_azdlit_en	0.212000	0.000000
naka	27.277000	0.015000
naka_hyuuga	13.805000	0.005000
naka_iwami	25.560000	0.005000
naka_shikoku	24.970000	0.005000
nakaigetergehe	2.957000	0.000000
nakajima	23.808000	0.015000
nakakamikawa	0.666000	0.000000
nakaoono	24.095000	0.005000
nakara	0.170000	0.000000
nakata	22.647000	0.005000
nakatsu	53.409000	0.020000
nakchu	1.218000	0.004000
nakenk	1.401000	0.000000
nakhal	17.730000	0.007000
nakhara	0.157000	0.000000
nakhchivan	7.922000	0.012000
nakhon_chum	11.474000	0.000000
nakhon_sawan	32.966000	0.000000
nakhon_thai	16.096000	0.000000
nakijin	21.385000	0.035000
nakipa	0.894000	0.000000
naklo	6.245000	0.000000
nako	10.449000	0.004000
nakono	0.920000	0.000000
nakop	0.524000	0.000000
nakpa	28.766000	0.016000
nakshaparvat	36.133000	0.006000
nal	2.638000	0.009000
naldrug	77.966000	0.000000
naledi	4.611000	0.000000
naletale	14.775000	0.016000
nalgonda	61.199000	0.000000
nalimsk	0.157000	0.000000
nalli	11.188000	0.072000
nalolo	2.046000	0.000000
nalou	5.953000	0.004000
nalut	12.731000	0.008000
nalyachchyya	0.157000	0.000000
nalyuchi	5.033000	0.010000
nam_sach	91.809000	0.007000
nam_thing	3.279000	0.004000
nam_xuang	16.592000	0.006000
nama	0.069000	0.000000
namaan	10.146000	0.020000
namakan	0.318000	0.000000
namakwa	0.076000	0.000000
namalata	51.168000	0.040000
namana	0.157000	0.000000
namaqua	2.106000	0.000000
namaro	14.103000	0.000000
namau	7.575000	0.000000
namballe	50.111000	0.000000
nambikuara	1.817000	0.000000
nambikwara	2.789000	0.000000
nambu	9.345000	0.000000
namdal	0.845000	0.019000
namekata	21.169000	0.005000
namew	0.106000	0.000000
namewaminikan	0.106000	0.000000
namgyeong	90.320000	5.268000
namhae	6.616000	0.014000
namhkan	4.893000	0.002000
namhsan	4.349000	0.005000
namibe	8.374000	0.000000
namieta	3.025000	0.000000
namiquipa	1.465000	0.000000
namjan	7.128000	0.000000
namling	3.551000	0.004000
namo_me	35.518000	0.000000
namrup	36.518000	0.017000
namtso_doring	9.399000	0.004000
namu_atoll	0.373000	0.000000
namunka	1.466000	0.004000
namur	49.347000	1.682000
namwon	9.181000	0.004000
namy	0.157000	0.000000
namyslow	4.045000	0.000000
nan	16.442000	0.000000
nana_kahinga	7.050000	0.000000
nana_kandungu	4.769000	0.000000
nanan	12.115000	0.003000
nanan_quanzhou	97.252000	0.004000
nanatsoho	1.981000	0.000000
nanboa_angonga	2.333000	0.000000
nanbu	5.705000	0.004000
nanchang	181.962000	6.227000
nancheng	220.132000	0.004000
nanchong	21.349000	0.004000
nanchuan	15.765000	0.004000
nancy	40.097000	0.057000
nandagiri	53.457000	0.006000
nandan	6.740000	0.004000
nandan_tengcheng	6.099000	0.076000
nandapur	60.575000	0.021000
nander	139.561000	0.000000
nandeva	10.330000	0.000000
nandgram	18.967000	0.004000
nandian	4.428000	0.054000
nandod	110.113000	0.024000
nandu	1.025000	0.000000
nandun	46.049000	0.004000
nandurbar	66.208000	0.000000
nandyal	59.823000	0.011000
nanfeng	139.918000	0.004000
nangana	3.447000	0.000000
nangchen	7.077000	0.020000
nangcheon	7.029000	0.009000
nanghaer	2.249000	0.004000
nangong	51.465000	0.004000
nanhai	114.973000	0.004000
nanhui	602.224000	0.004000
nanja	0.573000	0.000000
nanjanagud	57.312000	0.000000
nanjiang	3.618000	0.004000
nankang	23.504000	0.004000
nanlang	5.307000	0.003000
nanle	22.218000	0.004000
nanling	74.554000	0.004000
nanliu	28.890000	0.004000
nanning	23.502000	0.004000
nannup	0.226000	0.000000
nanpi	21.068000	0.004000
nanping	107.184000	0.004000
nanrantsouak	0.280000	0.000000
nansemond	4.938000	0.000000
nansheng	53.033000	0.004000
nantes	43.876000	2.095000
nantucket	2.833000	0.000000
nantwich	12.176000	0.000000
nanuque	3.358000	0.000000
nanwacinahaana	0.140000	0.000000
nanwalek	0.280000	0.000000
nanxi	14.430000	0.004000
nanyang	20.515000	0.004000
nanzatico	2.553000	0.000000
nanzewaspe	0.561000	0.000000
nanzhang	15.507000	0.004000
nanzhao	22.379000	0.004000
nanzheng	17.862000	0.004000
naococane	0.106000	0.000000
naogaon	153.724000	0.016000
naoiri	23.310000	0.005000
naomao	4.148000	0.004000
napaktok	0.106000	0.000000
napanee	0.318000	0.000000
napetipi	0.106000	0.000000
napinaica	110.931000	0.048000
napituca	1.200000	0.000000
naples	285.867000	5.009000
napo	30.923000	0.000000
napochi	3.456000	0.015000
nara	39.564000	3.909000
naraan_chilaun	4.308000	0.004000
naraha	17.625000	0.005000
naran	1.793000	0.004000
narangga	0.404000	0.000000
narat	12.507000	0.008000
narbonne	45.562000	4.563000
nardin	2.423000	0.000000
narena	3.348000	0.016000
narhat	188.964000	0.000000
narhata	9.586000	0.000000
nari_nari	0.394000	0.000000
nariele	2.607000	0.000000
nariguala	75.181000	0.000000
narino	3.247000	0.000000
narmashir	4.256000	0.007000
narnaul	114.423000	0.000000
narni	19.475000	1.995000
narodychi	12.036000	0.018000
narrandera	0.717000	0.000000
narroging	0.231000	0.000000
narsinghpur	50.511000	0.040000
narsipur	53.881000	0.000000
narva	6.268000	0.006000
narwar	37.734000	0.012000
naryn	1.814000	0.001000
nas	3.007000	0.007000
nasacauso	0.106000	0.000000
nasaf	20.452000	0.001000
naser	29.488000	0.000000
naserpur	23.988000	0.011000
nashua	2.850000	0.000000
nashwaak	0.425000	0.000000
nasik	82.291000	0.009000
nasiriyah	18.838000	0.011000
naskwotchu	0.106000	0.000000
nasoni	0.883000	0.016000
nastapoka	0.106000	0.000000
nasu	22.442000	0.015000
nat_oot_en	0.212000	0.000000
nat_tha_hi	38.908000	0.000000
nata	4.999000	0.000000
nataeosueti	0.841000	0.000000
natages	0.409000	0.000000
natahende	0.513000	0.000000
natal	18.038000	0.016000
natalkai	0.106000	0.000000
natanz	7.443000	0.007000
natashquan	0.106000	0.000000
natastan	0.106000	0.000000
natchez	1.486000	0.044000
natigostec	0.106000	0.000000
natinixwe	0.701000	0.000000
natori	31.821000	0.010000
natsitok	0.106000	0.000000
natuak	0.106000	0.000000
natuna_islands	0.734000	0.000000
nauhtlan	8.762000	0.018000
naumburg	9.134000	0.009000
naumkeag	3.675000	0.000000
naungyo	74.135000	0.000000
naupa_huen	2.937000	0.000000
naupahuasi	23.461000	0.000000
naure	1.304000	0.000000
naurskaya	6.237000	0.020000
nauset	1.992000	0.000000
navalucillos	14.243000	0.008000
navan	28.571000	0.011000
navchak	0.106000	0.000000
navia_de_suarna	13.496000	0.180000
navidakh	14.834000	0.001000
navisink	1.851000	0.000000
navolok	1.124000	0.010000
navskov	23.864000	0.008000
nawa	19.428000	0.005000
